State,County,City,Date,Total_Cases
New Jersey,Burlington,BURLINGTON CITY,5/5/2020,67
New Jersey,Burlington,BURLINGTON TWP,5/5/2020,300
New Jersey,Burlington,CHESTERFIELD TWP,5/5/2020,23
New Jersey,Burlington,CINNAMINSON TWP,5/5/2020,71
New Jersey,Burlington,DELANCO TWP,5/5/2020,30
New Jersey,Burlington,DELRAN TWP,5/5/2020,77
New Jersey,Burlington,EASTAMPTON TWP,5/5/2020,44
New Jersey,Burlington,EDGEWATER PARK TWP,5/5/2020,66
New Jersey,Burlington,EVESHAM TWP,5/5/2020,193
New Jersey,Burlington,FIELDSBORO BORO,5/5/2020,5
New Jersey,Burlington,FLORENCE TWP,5/5/2020,67
New Jersey,Burlington,HAINESPORT TWP,5/5/2020,26
New Jersey,Burlington,LUMBERTON TWP,5/5/2020,84
New Jersey,Burlington,MANSFIELD TWP,5/5/2020,50
New Jersey,Burlington,MAPLE SHADE TWP,5/5/2020,133
New Jersey,Burlington,MEDFORD LAKES BORO,5/5/2020,9
New Jersey,Burlington,MEDFORD TWP,5/5/2020,73
New Jersey,Burlington,MOORESTOWN TWP,5/5/2020,166
New Jersey,Burlington,MOUNT HOLLY TWP,5/5/2020,56
New Jersey,Burlington,MOUNT LAUREL TWP,5/5/2020,169
New Jersey,Burlington,NEW HANOVER TWP,5/5/2020,20
New Jersey,Burlington,NORTH HANOVER TWP,5/5/2020,20
New Jersey,Burlington,PALMYRA BORO,5/5/2020,30
New Jersey,Burlington,PEMBERTON BORO,5/5/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/5/2020,235
New Jersey,Burlington,RIVERSIDE TWP,5/5/2020,47
New Jersey,Burlington,RIVERTON BORO,5/5/2020,5
New Jersey,Burlington,SHAMONG TWP,5/5/2020,13
New Jersey,Burlington,SOUTHAMPTON TWP,5/5/2020,46
New Jersey,Burlington,SPRINGFIELD TWP,5/5/2020,11
New Jersey,Burlington,TABERNACLE TWP,5/5/2020,17
New Jersey,Burlington,WASHINGTON TWP,5/5/2020,0
New Jersey,Burlington,WESTAMPTON TWP,5/5/2020,68
New Jersey,Burlington,WILLINGBORO TWP,5/5/2020,450
New Jersey,Burlington,WOODLAND TWP,5/5/2020,179
New Jersey,Burlington,WRIGHTSTOWN BORO,5/5/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/6/2020,3
New Jersey,Burlington,BEVERLY CITY,5/6/2020,13
New Jersey,Burlington,BORDENTOWN CITY,5/6/2020,21
New Jersey,Burlington,BORDENTOWN TWP,5/6/2020,62
New Jersey,Burlington,BURLINGTON CITY,5/6/2020,67
New Jersey,Burlington,BURLINGTON TWP,5/6/2020,305
New Jersey,Burlington,CHESTERFIELD TWP,5/6/2020,23
New Jersey,Burlington,CINNAMINSON TWP,5/6/2020,73
New Jersey,Burlington,DELANCO TWP,5/6/2020,32
New Jersey,Burlington,DELRAN TWP,5/6/2020,80
New Jersey,Burlington,EASTAMPTON TWP,5/6/2020,45
New Jersey,Burlington,EDGEWATER PARK TWP,5/6/2020,69
New Jersey,Burlington,EVESHAM TWP,5/6/2020,203
New Jersey,Burlington,FIELDSBORO BORO,5/6/2020,5
New Jersey,Burlington,FLORENCE TWP,5/6/2020,70
New Jersey,Burlington,HAINESPORT TWP,5/6/2020,27
New Jersey,Burlington,LUMBERTON TWP,5/6/2020,84
New Jersey,Burlington,MANSFIELD TWP,5/6/2020,51
New Jersey,Burlington,MAPLE SHADE TWP,5/6/2020,139
New Jersey,Burlington,MEDFORD LAKES BORO,5/6/2020,9
New Jersey,Burlington,MEDFORD TWP,5/6/2020,75
New Jersey,Burlington,MOORESTOWN TWP,5/6/2020,184
New Jersey,Burlington,MOUNT HOLLY TWP,5/6/2020,56
New Jersey,Burlington,MOUNT LAUREL TWP,5/6/2020,169
New Jersey,Burlington,NEW HANOVER TWP,5/6/2020,20
New Jersey,Burlington,NORTH HANOVER TWP,5/6/2020,20
New Jersey,Burlington,PALMYRA BORO,5/6/2020,31
New Jersey,Burlington,PEMBERTON BORO,5/6/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/6/2020,241
New Jersey,Burlington,RIVERSIDE TWP,5/6/2020,49
New Jersey,Burlington,RIVERTON BORO,5/6/2020,5
New Jersey,Burlington,SHAMONG TWP,5/6/2020,14
New Jersey,Burlington,SOUTHAMPTON TWP,5/6/2020,47
New Jersey,Burlington,SPRINGFIELD TWP,5/6/2020,12
New Jersey,Burlington,TABERNACLE TWP,5/6/2020,18
New Jersey,Burlington,WASHINGTON TWP,5/6/2020,0
New Jersey,Burlington,WESTAMPTON TWP,5/6/2020,70
New Jersey,Burlington,WILLINGBORO TWP,5/6/2020,457
New Jersey,Burlington,WOODLAND TWP,5/6/2020,191
New Jersey,Burlington,WRIGHTSTOWN BORO,5/6/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/7/2020,4
New Jersey,Burlington,BEVERLY CITY,5/7/2020,13
New Jersey,Burlington,BORDENTOWN CITY,5/7/2020,23
New Jersey,Burlington,BORDENTOWN TWP,5/7/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/7/2020,70
New Jersey,Burlington,BURLINGTON TWP,5/7/2020,317
New Jersey,Burlington,CHESTERFIELD TWP,5/7/2020,23
New Jersey,Burlington,CINNAMINSON TWP,5/7/2020,74
New Jersey,Burlington,DELANCO TWP,5/7/2020,32
New Jersey,Burlington,DELRAN TWP,5/7/2020,80
New Jersey,Burlington,EASTAMPTON TWP,5/7/2020,45
New Jersey,Burlington,EDGEWATER PARK TWP,5/7/2020,69
New Jersey,Burlington,EVESHAM TWP,5/7/2020,205
New Jersey,Burlington,FIELDSBORO BORO,5/7/2020,5
New Jersey,Burlington,FLORENCE TWP,5/7/2020,70
New Jersey,Burlington,HAINESPORT TWP,5/7/2020,27
New Jersey,Burlington,LUMBERTON TWP,5/7/2020,84
New Jersey,Burlington,MANSFIELD TWP,5/7/2020,52
New Jersey,Burlington,MAPLE SHADE TWP,5/7/2020,143
New Jersey,Burlington,MEDFORD LAKES BORO,5/7/2020,9
New Jersey,Burlington,MEDFORD TWP,5/7/2020,77
New Jersey,Burlington,MOORESTOWN TWP,5/7/2020,196
New Jersey,Burlington,MOUNT HOLLY TWP,5/7/2020,57
New Jersey,Burlington,MOUNT LAUREL TWP,5/7/2020,172
New Jersey,Burlington,NEW HANOVER TWP,5/7/2020,21
New Jersey,Burlington,NORTH HANOVER TWP,5/7/2020,21
New Jersey,Burlington,PALMYRA BORO,5/7/2020,32
New Jersey,Burlington,PEMBERTON BORO,5/7/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/7/2020,249
New Jersey,Burlington,RIVERSIDE TWP,5/7/2020,49
New Jersey,Burlington,RIVERTON BORO,5/7/2020,5
New Jersey,Burlington,SHAMONG TWP,5/7/2020,14
New Jersey,Burlington,SOUTHAMPTON TWP,5/7/2020,48
New Jersey,Burlington,SPRINGFIELD TWP,5/7/2020,12
New Jersey,Burlington,TABERNACLE TWP,5/7/2020,18
New Jersey,Burlington,WASHINGTON TWP,5/7/2020,0
New Jersey,Burlington,WESTAMPTON TWP,5/7/2020,70
New Jersey,Burlington,WILLINGBORO TWP,5/7/2020,458
New Jersey,Burlington,WOODLAND TWP,5/7/2020,197
New Jersey,Burlington,WRIGHTSTOWN BORO,5/7/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/8/2020,4
New Jersey,Burlington,BEVERLY CITY,5/8/2020,13
New Jersey,Burlington,BORDENTOWN CITY,5/8/2020,23
New Jersey,Burlington,BORDENTOWN TWP,5/8/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/8/2020,73
New Jersey,Burlington,BURLINGTON TWP,5/8/2020,325
New Jersey,Burlington,CHESTERFIELD TWP,5/8/2020,24
New Jersey,Burlington,CINNAMINSON TWP,5/8/2020,78
New Jersey,Burlington,DELANCO TWP,5/8/2020,32
New Jersey,Burlington,DELRAN TWP,5/8/2020,83
New Jersey,Burlington,EASTAMPTON TWP,5/8/2020,45
New Jersey,Burlington,EDGEWATER PARK TWP,5/8/2020,74
New Jersey,Burlington,EVESHAM TWP,5/8/2020,213
New Jersey,Burlington,FIELDSBORO BORO,5/8/2020,5
New Jersey,Burlington,FLORENCE TWP,5/8/2020,72
New Jersey,Burlington,HAINESPORT TWP,5/8/2020,29
New Jersey,Burlington,LUMBERTON TWP,5/8/2020,87
New Jersey,Burlington,MANSFIELD TWP,5/8/2020,52
New Jersey,Burlington,MAPLE SHADE TWP,5/8/2020,153
New Jersey,Burlington,MEDFORD LAKES BORO,5/8/2020,9
New Jersey,Burlington,MEDFORD TWP,5/8/2020,77
New Jersey,Burlington,MOORESTOWN TWP,5/8/2020,203
New Jersey,Burlington,MOUNT HOLLY TWP,5/8/2020,64
New Jersey,Burlington,MOUNT LAUREL TWP,5/8/2020,181
New Jersey,Burlington,NEW HANOVER TWP,5/8/2020,22
New Jersey,Burlington,NORTH HANOVER TWP,5/8/2020,22
New Jersey,Burlington,PALMYRA BORO,5/8/2020,34
New Jersey,Burlington,PEMBERTON BORO,5/8/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/8/2020,249
New Jersey,Burlington,RIVERSIDE TWP,5/8/2020,53
New Jersey,Burlington,RIVERTON BORO,5/8/2020,5
New Jersey,Burlington,SHAMONG TWP,5/8/2020,16
New Jersey,Burlington,SOUTHAMPTON TWP,5/8/2020,50
New Jersey,Burlington,SPRINGFIELD TWP,5/8/2020,13
New Jersey,Burlington,TABERNACLE TWP,5/8/2020,18
New Jersey,Burlington,WASHINGTON TWP,5/8/2020,0
New Jersey,Burlington,WESTAMPTON TWP,5/8/2020,71
New Jersey,Burlington,WILLINGBORO TWP,5/8/2020,473
New Jersey,Burlington,WOODLAND TWP,5/8/2020,198
New Jersey,Burlington,WRIGHTSTOWN BORO,5/8/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/9/2020,4
New Jersey,Burlington,BEVERLY CITY,5/9/2020,14
New Jersey,Burlington,BORDENTOWN CITY,5/9/2020,23
New Jersey,Burlington,BORDENTOWN TWP,5/9/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/9/2020,73
New Jersey,Burlington,BURLINGTON TWP,5/9/2020,336
New Jersey,Burlington,CHESTERFIELD TWP,5/9/2020,25
New Jersey,Burlington,CINNAMINSON TWP,5/9/2020,81
New Jersey,Burlington,DELANCO TWP,5/9/2020,33
New Jersey,Burlington,DELRAN TWP,5/9/2020,87
New Jersey,Burlington,EASTAMPTON TWP,5/9/2020,45
New Jersey,Burlington,EDGEWATER PARK TWP,5/9/2020,75
New Jersey,Burlington,EVESHAM TWP,5/9/2020,218
New Jersey,Burlington,FIELDSBORO BORO,5/9/2020,5
New Jersey,Burlington,FLORENCE TWP,5/9/2020,73
New Jersey,Burlington,HAINESPORT TWP,5/9/2020,30
New Jersey,Burlington,LUMBERTON TWP,5/9/2020,91
New Jersey,Burlington,MANSFIELD TWP,5/9/2020,52
New Jersey,Burlington,MAPLE SHADE TWP,5/9/2020,165
New Jersey,Burlington,MEDFORD LAKES BORO,5/9/2020,9
New Jersey,Burlington,MEDFORD TWP,5/9/2020,82
New Jersey,Burlington,MOORESTOWN TWP,5/9/2020,211
New Jersey,Burlington,MOUNT HOLLY TWP,5/9/2020,64
New Jersey,Burlington,MOUNT LAUREL TWP,5/9/2020,186
New Jersey,Burlington,NEW HANOVER TWP,5/9/2020,22
New Jersey,Burlington,NORTH HANOVER TWP,5/9/2020,23
New Jersey,Burlington,PALMYRA BORO,5/9/2020,35
New Jersey,Burlington,PEMBERTON BORO,5/9/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/9/2020,306
New Jersey,Burlington,RIVERSIDE TWP,5/9/2020,56
New Jersey,Burlington,RIVERTON BORO,5/9/2020,5
New Jersey,Burlington,SHAMONG TWP,5/9/2020,17
New Jersey,Burlington,SOUTHAMPTON TWP,5/9/2020,50
New Jersey,Burlington,SPRINGFIELD TWP,5/9/2020,13
New Jersey,Burlington,TABERNACLE TWP,5/9/2020,18
New Jersey,Burlington,WASHINGTON TWP,5/9/2020,0
New Jersey,Burlington,WESTAMPTON TWP,5/9/2020,74
New Jersey,Burlington,WILLINGBORO TWP,5/9/2020,478
New Jersey,Burlington,WOODLAND TWP,5/9/2020,198
New Jersey,Burlington,WRIGHTSTOWN BORO,5/9/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/10/2020,5
New Jersey,Burlington,BEVERLY CITY,5/10/2020,15
New Jersey,Burlington,BORDENTOWN CITY,5/10/2020,24
New Jersey,Burlington,BORDENTOWN TWP,5/10/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/10/2020,76
New Jersey,Burlington,BURLINGTON TWP,5/10/2020,340
New Jersey,Burlington,CHESTERFIELD TWP,5/10/2020,26
New Jersey,Burlington,CINNAMINSON TWP,5/10/2020,83
New Jersey,Burlington,DELANCO TWP,5/10/2020,34
New Jersey,Burlington,DELRAN TWP,5/10/2020,92
New Jersey,Burlington,EASTAMPTON TWP,5/10/2020,46
New Jersey,Burlington,EDGEWATER PARK TWP,5/10/2020,75
New Jersey,Burlington,EVESHAM TWP,5/10/2020,226
New Jersey,Burlington,FIELDSBORO BORO,5/10/2020,5
New Jersey,Burlington,FLORENCE TWP,5/10/2020,74
New Jersey,Burlington,HAINESPORT TWP,5/10/2020,30
New Jersey,Burlington,LUMBERTON TWP,5/10/2020,95
New Jersey,Burlington,MANSFIELD TWP,5/10/2020,53
New Jersey,Burlington,MAPLE SHADE TWP,5/10/2020,172
New Jersey,Burlington,MEDFORD LAKES BORO,5/10/2020,9
New Jersey,Burlington,MEDFORD TWP,5/10/2020,83
New Jersey,Burlington,MOORESTOWN TWP,5/10/2020,219
New Jersey,Burlington,MOUNT HOLLY TWP,5/10/2020,67
New Jersey,Burlington,MOUNT LAUREL TWP,5/10/2020,192
New Jersey,Burlington,NEW HANOVER TWP,5/10/2020,23
New Jersey,Burlington,NORTH HANOVER TWP,5/10/2020,23
New Jersey,Burlington,PALMYRA BORO,5/10/2020,35
New Jersey,Burlington,PEMBERTON BORO,5/10/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/10/2020,311
New Jersey,Burlington,RIVERSIDE TWP,5/10/2020,56
New Jersey,Burlington,RIVERTON BORO,5/10/2020,5
New Jersey,Burlington,SHAMONG TWP,5/10/2020,18
New Jersey,Burlington,SOUTHAMPTON TWP,5/10/2020,50
New Jersey,Burlington,SPRINGFIELD TWP,5/10/2020,13
New Jersey,Burlington,TABERNACLE TWP,5/10/2020,18
New Jersey,Burlington,WASHINGTON TWP,5/10/2020,1
New Jersey,Burlington,WESTAMPTON TWP,5/10/2020,76
New Jersey,Burlington,WILLINGBORO TWP,5/10/2020,495
New Jersey,Burlington,WOODLAND TWP,5/10/2020,200
New Jersey,Burlington,WRIGHTSTOWN BORO,5/10/2020,7
New Jersey,Burlington,BASS RIVER TWP,5/11/2020,5
New Jersey,Burlington,BEVERLY CITY,5/11/2020,15
New Jersey,Burlington,BORDENTOWN CITY,5/11/2020,25
New Jersey,Burlington,BORDENTOWN TWP,5/11/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/11/2020,76
New Jersey,Burlington,BURLINGTON TWP,5/11/2020,341
New Jersey,Burlington,CHESTERFIELD TWP,5/11/2020,26
New Jersey,Burlington,CINNAMINSON TWP,5/11/2020,85
New Jersey,Burlington,DELANCO TWP,5/11/2020,34
New Jersey,Burlington,DELRAN TWP,5/11/2020,93
New Jersey,Burlington,EASTAMPTON TWP,5/11/2020,46
New Jersey,Burlington,EDGEWATER PARK TWP,5/11/2020,75
New Jersey,Burlington,EVESHAM TWP,5/11/2020,228
New Jersey,Burlington,FIELDSBORO BORO,5/11/2020,5
New Jersey,Burlington,FLORENCE TWP,5/11/2020,74
New Jersey,Burlington,HAINESPORT TWP,5/11/2020,30
New Jersey,Burlington,LUMBERTON TWP,5/11/2020,95
New Jersey,Burlington,MANSFIELD TWP,5/11/2020,53
New Jersey,Burlington,MAPLE SHADE TWP,5/11/2020,175
New Jersey,Burlington,MEDFORD LAKES BORO,5/11/2020,9
New Jersey,Burlington,MEDFORD TWP,5/11/2020,84
New Jersey,Burlington,MOORESTOWN TWP,5/11/2020,220
New Jersey,Burlington,MOUNT HOLLY TWP,5/11/2020,67
New Jersey,Burlington,MOUNT LAUREL TWP,5/11/2020,195
New Jersey,Burlington,NEW HANOVER TWP,5/11/2020,23
New Jersey,Burlington,NORTH HANOVER TWP,5/11/2020,24
New Jersey,Burlington,PALMYRA BORO,5/11/2020,35
New Jersey,Burlington,PEMBERTON BORO,5/11/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/11/2020,312
New Jersey,Burlington,RIVERSIDE TWP,5/11/2020,56
New Jersey,Burlington,RIVERTON BORO,5/11/2020,5
New Jersey,Burlington,SHAMONG TWP,5/11/2020,18
New Jersey,Burlington,SOUTHAMPTON TWP,5/11/2020,50
New Jersey,Burlington,SPRINGFIELD TWP,5/11/2020,13
New Jersey,Burlington,TABERNACLE TWP,5/11/2020,18
New Jersey,Burlington,WASHINGTON TWP,5/11/2020,1
New Jersey,Burlington,WESTAMPTON TWP,5/11/2020,77
New Jersey,Burlington,WILLINGBORO TWP,5/11/2020,498
New Jersey,Burlington,WOODLAND TWP,5/11/2020,210
New Jersey,Burlington,WRIGHTSTOWN BORO,5/11/2020,7
New Jersey,Burlington,BASS RIVER TWP,5/12/2020,6
New Jersey,Burlington,BEVERLY CITY,5/12/2020,16
New Jersey,Burlington,BORDENTOWN CITY,5/12/2020,26
New Jersey,Burlington,BORDENTOWN TWP,5/12/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/12/2020,76
New Jersey,Burlington,BURLINGTON TWP,5/12/2020,342
New Jersey,Burlington,CHESTERFIELD TWP,5/12/2020,26
New Jersey,Burlington,CINNAMINSON TWP,5/12/2020,87
New Jersey,Burlington,DELANCO TWP,5/12/2020,34
New Jersey,Burlington,DELRAN TWP,5/12/2020,100
New Jersey,Burlington,EASTAMPTON TWP,5/12/2020,47
New Jersey,Burlington,EDGEWATER PARK TWP,5/12/2020,76
New Jersey,Burlington,EVESHAM TWP,5/12/2020,233
New Jersey,Burlington,FIELDSBORO BORO,5/12/2020,5
New Jersey,Burlington,FLORENCE TWP,5/12/2020,74
New Jersey,Burlington,HAINESPORT TWP,5/12/2020,30
New Jersey,Burlington,LUMBERTON TWP,5/12/2020,95
New Jersey,Burlington,MANSFIELD TWP,5/12/2020,53
New Jersey,Burlington,MAPLE SHADE TWP,5/12/2020,189
New Jersey,Burlington,MEDFORD LAKES BORO,5/12/2020,9
New Jersey,Burlington,MEDFORD TWP,5/12/2020,85
New Jersey,Burlington,MOORESTOWN TWP,5/12/2020,223
New Jersey,Burlington,MOUNT HOLLY TWP,5/12/2020,68
New Jersey,Burlington,MOUNT LAUREL TWP,5/12/2020,199
New Jersey,Burlington,NEW HANOVER TWP,5/12/2020,31
New Jersey,Burlington,NORTH HANOVER TWP,5/12/2020,24
New Jersey,Burlington,PALMYRA BORO,5/12/2020,36
New Jersey,Burlington,PEMBERTON BORO,5/12/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/12/2020,317
New Jersey,Burlington,RIVERSIDE TWP,5/12/2020,59
New Jersey,Burlington,RIVERTON BORO,5/12/2020,5
New Jersey,Burlington,SHAMONG TWP,5/12/2020,19
New Jersey,Burlington,SOUTHAMPTON TWP,5/12/2020,50
New Jersey,Burlington,SPRINGFIELD TWP,5/12/2020,13
New Jersey,Burlington,TABERNACLE TWP,5/12/2020,19
New Jersey,Burlington,WASHINGTON TWP,5/12/2020,1
New Jersey,Burlington,WESTAMPTON TWP,5/12/2020,78
New Jersey,Burlington,WILLINGBORO TWP,5/12/2020,508
New Jersey,Burlington,WOODLAND TWP,5/12/2020,221
New Jersey,Burlington,WRIGHTSTOWN BORO,5/12/2020,7
New Jersey,Burlington,BASS RIVER TWP,5/13/2020,7
New Jersey,Burlington,BEVERLY CITY,5/13/2020,16
New Jersey,Burlington,BORDENTOWN CITY,5/13/2020,26
New Jersey,Burlington,BORDENTOWN TWP,5/13/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/13/2020,78
New Jersey,Burlington,BURLINGTON TWP,5/13/2020,355
New Jersey,Burlington,CHESTERFIELD TWP,5/13/2020,26
New Jersey,Burlington,CINNAMINSON TWP,5/13/2020,89
New Jersey,Burlington,DELANCO TWP,5/13/2020,34
New Jersey,Burlington,DELRAN TWP,5/13/2020,108
New Jersey,Burlington,EASTAMPTON TWP,5/13/2020,47
New Jersey,Burlington,EDGEWATER PARK TWP,5/13/2020,77
New Jersey,Burlington,EVESHAM TWP,5/13/2020,236
New Jersey,Burlington,FIELDSBORO BORO,5/13/2020,5
New Jersey,Burlington,FLORENCE TWP,5/13/2020,76
New Jersey,Burlington,HAINESPORT TWP,5/13/2020,30
New Jersey,Burlington,LUMBERTON TWP,5/13/2020,100
New Jersey,Burlington,MANSFIELD TWP,5/13/2020,54
New Jersey,Burlington,MAPLE SHADE TWP,5/13/2020,192
New Jersey,Burlington,MEDFORD LAKES BORO,5/13/2020,9
New Jersey,Burlington,MEDFORD TWP,5/13/2020,86
New Jersey,Burlington,MOORESTOWN TWP,5/13/2020,223
New Jersey,Burlington,MOUNT HOLLY TWP,5/13/2020,71
New Jersey,Burlington,MOUNT LAUREL TWP,5/13/2020,200
New Jersey,Burlington,NEW HANOVER TWP,5/13/2020,31
New Jersey,Burlington,NORTH HANOVER TWP,5/13/2020,27
New Jersey,Burlington,PALMYRA BORO,5/13/2020,38
New Jersey,Burlington,PEMBERTON BORO,5/13/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/13/2020,321
New Jersey,Burlington,RIVERSIDE TWP,5/13/2020,61
New Jersey,Burlington,RIVERTON BORO,5/13/2020,5
New Jersey,Burlington,SHAMONG TWP,5/13/2020,19
New Jersey,Burlington,SOUTHAMPTON TWP,5/13/2020,51
New Jersey,Burlington,SPRINGFIELD TWP,5/13/2020,14
New Jersey,Burlington,TABERNACLE TWP,5/13/2020,19
New Jersey,Burlington,WASHINGTON TWP,5/13/2020,1
New Jersey,Burlington,WESTAMPTON TWP,5/13/2020,81
New Jersey,Burlington,WILLINGBORO TWP,5/13/2020,515
New Jersey,Burlington,WOODLAND TWP,5/13/2020,221
New Jersey,Burlington,WRIGHTSTOWN BORO,5/13/2020,7
New Jersey,Burlington,BASS RIVER TWP,5/14/2020,7
New Jersey,Burlington,BEVERLY CITY,5/14/2020,16
New Jersey,Burlington,BORDENTOWN CITY,5/14/2020,27
New Jersey,Burlington,BORDENTOWN TWP,5/14/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/14/2020,80
New Jersey,Burlington,BURLINGTON TWP,5/14/2020,357
New Jersey,Burlington,CHESTERFIELD TWP,5/14/2020,27
New Jersey,Burlington,CINNAMINSON TWP,5/14/2020,89
New Jersey,Burlington,DELANCO TWP,5/14/2020,35
New Jersey,Burlington,DELRAN TWP,5/14/2020,108
New Jersey,Burlington,EASTAMPTON TWP,5/14/2020,47
New Jersey,Burlington,EDGEWATER PARK TWP,5/14/2020,78
New Jersey,Burlington,EVESHAM TWP,5/14/2020,240
New Jersey,Burlington,FIELDSBORO BORO,5/14/2020,5
New Jersey,Burlington,FLORENCE TWP,5/14/2020,76
New Jersey,Burlington,HAINESPORT TWP,5/14/2020,30
New Jersey,Burlington,LUMBERTON TWP,5/14/2020,101
New Jersey,Burlington,MANSFIELD TWP,5/14/2020,54
New Jersey,Burlington,MAPLE SHADE TWP,5/14/2020,194
New Jersey,Burlington,MEDFORD LAKES BORO,5/14/2020,9
New Jersey,Burlington,MEDFORD TWP,5/14/2020,90
New Jersey,Burlington,MOORESTOWN TWP,5/14/2020,227
New Jersey,Burlington,MOUNT HOLLY TWP,5/14/2020,74
New Jersey,Burlington,MOUNT LAUREL TWP,5/14/2020,202
New Jersey,Burlington,NEW HANOVER TWP,5/14/2020,32
New Jersey,Burlington,NORTH HANOVER TWP,5/14/2020,30
New Jersey,Burlington,PALMYRA BORO,5/14/2020,38
New Jersey,Burlington,PEMBERTON BORO,5/14/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/14/2020,324
New Jersey,Burlington,RIVERSIDE TWP,5/14/2020,64
New Jersey,Burlington,RIVERTON BORO,5/14/2020,5
New Jersey,Burlington,SHAMONG TWP,5/14/2020,19
New Jersey,Burlington,SOUTHAMPTON TWP,5/14/2020,51
New Jersey,Burlington,SPRINGFIELD TWP,5/14/2020,14
New Jersey,Burlington,TABERNACLE TWP,5/14/2020,20
New Jersey,Burlington,WASHINGTON TWP,5/14/2020,1
New Jersey,Burlington,WESTAMPTON TWP,5/14/2020,83
New Jersey,Burlington,WILLINGBORO TWP,5/14/2020,520
New Jersey,Burlington,WOODLAND TWP,5/14/2020,225
New Jersey,Burlington,WRIGHTSTOWN BORO,5/14/2020,7
New Jersey,Burlington,BASS RIVER TWP,5/15/2020,7
New Jersey,Burlington,BEVERLY CITY,5/15/2020,16
New Jersey,Burlington,BORDENTOWN CITY,5/15/2020,27
New Jersey,Burlington,BORDENTOWN TWP,5/15/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/15/2020,80
New Jersey,Burlington,BURLINGTON TWP,5/15/2020,357
New Jersey,Burlington,CHESTERFIELD TWP,5/15/2020,27
New Jersey,Burlington,CINNAMINSON TWP,5/15/2020,91
New Jersey,Burlington,DELANCO TWP,5/15/2020,35
New Jersey,Burlington,DELRAN TWP,5/15/2020,109
New Jersey,Burlington,EASTAMPTON TWP,5/15/2020,47
New Jersey,Burlington,EDGEWATER PARK TWP,5/15/2020,78
New Jersey,Burlington,EVESHAM TWP,5/15/2020,242
New Jersey,Burlington,FIELDSBORO BORO,5/15/2020,6
New Jersey,Burlington,FLORENCE TWP,5/15/2020,76
New Jersey,Burlington,HAINESPORT TWP,5/15/2020,30
New Jersey,Burlington,LUMBERTON TWP,5/15/2020,101
New Jersey,Burlington,MANSFIELD TWP,5/15/2020,54
New Jersey,Burlington,MAPLE SHADE TWP,5/15/2020,194
New Jersey,Burlington,MEDFORD LAKES BORO,5/15/2020,9
New Jersey,Burlington,MEDFORD TWP,5/15/2020,90
New Jersey,Burlington,MOORESTOWN TWP,5/15/2020,228
New Jersey,Burlington,MOUNT HOLLY TWP,5/15/2020,74
New Jersey,Burlington,MOUNT LAUREL TWP,5/15/2020,203
New Jersey,Burlington,NEW HANOVER TWP,5/15/2020,32
New Jersey,Burlington,NORTH HANOVER TWP,5/15/2020,30
New Jersey,Burlington,PALMYRA BORO,5/15/2020,38
New Jersey,Burlington,PEMBERTON BORO,5/15/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/15/2020,326
New Jersey,Burlington,RIVERSIDE TWP,5/15/2020,64
New Jersey,Burlington,RIVERTON BORO,5/15/2020,5
New Jersey,Burlington,SHAMONG TWP,5/15/2020,19
New Jersey,Burlington,SOUTHAMPTON TWP,5/15/2020,52
New Jersey,Burlington,SPRINGFIELD TWP,5/15/2020,14
New Jersey,Burlington,TABERNACLE TWP,5/15/2020,20
New Jersey,Burlington,WASHINGTON TWP,5/15/2020,1
New Jersey,Burlington,WESTAMPTON TWP,5/15/2020,83
New Jersey,Burlington,WILLINGBORO TWP,5/15/2020,521
New Jersey,Burlington,WOODLAND TWP,5/15/2020,233
New Jersey,Burlington,WRIGHTSTOWN BORO,5/15/2020,7
New Jersey,Burlington,BASS RIVER TWP,5/17/2020,7
New Jersey,Burlington,BEVERLY CITY,5/17/2020,17
New Jersey,Burlington,BORDENTOWN CITY,5/17/2020,28
New Jersey,Burlington,BORDENTOWN TWP,5/17/2020,65
New Jersey,Burlington,BURLINGTON CITY,5/17/2020,84
New Jersey,Burlington,BURLINGTON TWP,5/17/2020,365
