State,County,City,Date,Total_Cases
New Jersey,Camden,LAWNSIDE,5/2/2020,21
New Jersey,Camden,LINDENWOLD,5/2/2020,146
New Jersey,Camden,MAGNOLIA,5/2/2020,12
New Jersey,Camden,MERCHANTVILLE,5/2/2020,21
New Jersey,Camden,MT. EPHRAIM,5/2/2020,10
New Jersey,Camden,OAKLYN,5/2/2020,18
New Jersey,Camden,PENNSAUKEN,5/2/2020,309
New Jersey,Camden,PINE HILL,5/2/2020,53
New Jersey,Camden,PINE VALLEY,5/2/2020,0
New Jersey,Camden,RUNNEMEDE,5/2/2020,34
New Jersey,Camden,SOMERDALE,5/2/2020,28
New Jersey,Camden,STRATFORD,5/2/2020,27
New Jersey,Camden,TAVISTOCK,5/2/2020,0
New Jersey,Camden,VOORHEES TWP,5/2/2020,230
New Jersey,Camden,WATERFORD TWP,5/2/2020,19
New Jersey,Camden,WINSLOW TWP,5/2/2020,241
New Jersey,Camden,WOODLYNNE,5/2/2020,49
New Jersey,Camden,UNKNOWN,5/2/2020,5
New Jersey,Camden,AUDUBON BORO,5/3/2020,31
New Jersey,Camden,BARRINGTON,5/3/2020,26
New Jersey,Camden,BELLMAWR,5/3/2020,54
New Jersey,Camden,BERLIN BORO,5/3/2020,29
New Jersey,Camden,BERLIN TWP,5/3/2020,7
New Jersey,Camden,BROOKLAWN,5/3/2020,10
New Jersey,Camden,CAMDEN,5/3/2020,969
New Jersey,Camden,CHERRY HILL,5/3/2020,510
New Jersey,Camden,CHESILHURST,5/3/2020,11
New Jersey,Camden,CLEMENTON,5/3/2020,32
New Jersey,Camden,COLLINGSWOOD,5/3/2020,42
New Jersey,Camden,GIBBSBORO,5/3/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/3/2020,38
New Jersey,Camden,GLOUCESTER TWP,5/3/2020,313
New Jersey,Camden,HADDONFIELD,5/3/2020,27
New Jersey,Camden,HADDON HEIGHTS,5/3/2020,15
New Jersey,Camden,HADDON TWP,5/3/2020,52
New Jersey,Camden,HI-NELLA,5/3/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/3/2020,11
New Jersey,Camden,LAWNSIDE,5/3/2020,22
New Jersey,Camden,LINDENWOLD,5/3/2020,152
New Jersey,Camden,MAGNOLIA,5/3/2020,12
New Jersey,Camden,MERCHANTVILLE,5/3/2020,24
New Jersey,Camden,MT. EPHRAIM,5/3/2020,11
New Jersey,Camden,OAKLYN,5/3/2020,19
New Jersey,Camden,PENNSAUKEN,5/3/2020,313
New Jersey,Camden,PINE HILL,5/3/2020,55
New Jersey,Camden,PINE VALLEY,5/3/2020,0
New Jersey,Camden,RUNNEMEDE,5/3/2020,35
New Jersey,Camden,SOMERDALE,5/3/2020,28
New Jersey,Camden,STRATFORD,5/3/2020,27
New Jersey,Camden,TAVISTOCK,5/3/2020,0
New Jersey,Camden,VOORHEES TWP,5/3/2020,233
New Jersey,Camden,WATERFORD TWP,5/3/2020,20
New Jersey,Camden,WINSLOW TWP,5/3/2020,247
New Jersey,Camden,WOODLYNNE,5/3/2020,49
New Jersey,Camden,UNKNOWN,5/3/2020,6
New Jersey,Camden,AUDUBON BORO,5/4/2020,32
New Jersey,Camden,BARRINGTON,5/4/2020,26
New Jersey,Camden,BELLMAWR,5/4/2020,57
New Jersey,Camden,BERLIN BORO,5/4/2020,29
New Jersey,Camden,BERLIN TWP,5/4/2020,8
New Jersey,Camden,BROOKLAWN,5/4/2020,10
New Jersey,Camden,CAMDEN,5/4/2020,1007
New Jersey,Camden,CHERRY HILL,5/4/2020,520
New Jersey,Camden,CHESILHURST,5/4/2020,11
New Jersey,Camden,CLEMENTON,5/4/2020,32
New Jersey,Camden,COLLINGSWOOD,5/4/2020,42
New Jersey,Camden,GIBBSBORO,5/4/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/4/2020,42
New Jersey,Camden,GLOUCESTER TWP,5/4/2020,319
New Jersey,Camden,HADDONFIELD,5/4/2020,27
New Jersey,Camden,HADDON HEIGHTS,5/4/2020,15
New Jersey,Camden,HADDON TWP,5/4/2020,54
New Jersey,Camden,HI-NELLA,5/4/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/4/2020,11
New Jersey,Camden,LAWNSIDE,5/4/2020,22
New Jersey,Camden,LINDENWOLD,5/4/2020,164
New Jersey,Camden,MAGNOLIA,5/4/2020,12
New Jersey,Camden,MERCHANTVILLE,5/4/2020,25
New Jersey,Camden,MT. EPHRAIM,5/4/2020,12
New Jersey,Camden,OAKLYN,5/4/2020,19
New Jersey,Camden,PENNSAUKEN,5/4/2020,321
New Jersey,Camden,PINE HILL,5/4/2020,55
New Jersey,Camden,PINE VALLEY,5/4/2020,0
New Jersey,Camden,RUNNEMEDE,5/4/2020,35
New Jersey,Camden,SOMERDALE,5/4/2020,29
New Jersey,Camden,STRATFORD,5/4/2020,27
New Jersey,Camden,TAVISTOCK,5/4/2020,0
New Jersey,Camden,VOORHEES TWP,5/4/2020,240
New Jersey,Camden,WATERFORD TWP,5/4/2020,21
New Jersey,Camden,WINSLOW TWP,5/4/2020,255
New Jersey,Camden,WOODLYNNE,5/4/2020,50
New Jersey,Camden,UNKNOWN,5/4/2020,6
New Jersey,Camden,AUDUBON BORO,5/5/2020,35
New Jersey,Camden,BARRINGTON,5/5/2020,26
New Jersey,Camden,BELLMAWR,5/5/2020,59
New Jersey,Camden,BERLIN BORO,5/5/2020,29
New Jersey,Camden,BERLIN TWP,5/5/2020,9
New Jersey,Camden,BROOKLAWN,5/5/2020,11
New Jersey,Camden,CAMDEN,5/5/2020,1034
New Jersey,Camden,CHERRY HILL,5/5/2020,532
New Jersey,Camden,CHESILHURST,5/5/2020,11
New Jersey,Camden,CLEMENTON,5/5/2020,34
New Jersey,Camden,COLLINGSWOOD,5/5/2020,43
New Jersey,Camden,GIBBSBORO,5/5/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/5/2020,44
New Jersey,Camden,GLOUCESTER TWP,5/5/2020,325
New Jersey,Camden,HADDONFIELD,5/5/2020,27
New Jersey,Camden,HADDON HEIGHTS,5/5/2020,15
New Jersey,Camden,HADDON TWP,5/5/2020,54
New Jersey,Camden,HI-NELLA,5/5/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/5/2020,11
New Jersey,Camden,LAWNSIDE,5/5/2020,22
New Jersey,Camden,LINDENWOLD,5/5/2020,172
New Jersey,Camden,MAGNOLIA,5/5/2020,12
New Jersey,Camden,MERCHANTVILLE,5/5/2020,25
New Jersey,Camden,MT. EPHRAIM,5/5/2020,13
New Jersey,Camden,OAKLYN,5/5/2020,19
New Jersey,Camden,PENNSAUKEN,5/5/2020,327
New Jersey,Camden,PINE HILL,5/5/2020,57
New Jersey,Camden,PINE VALLEY,5/5/2020,0
New Jersey,Camden,RUNNEMEDE,5/5/2020,35
New Jersey,Camden,SOMERDALE,5/5/2020,30
New Jersey,Camden,STRATFORD,5/5/2020,28
New Jersey,Camden,TAVISTOCK,5/5/2020,0
New Jersey,Camden,VOORHEES TWP,5/5/2020,243
New Jersey,Camden,WATERFORD TWP,5/5/2020,22
New Jersey,Camden,WINSLOW TWP,5/5/2020,262
New Jersey,Camden,WOODLYNNE,5/5/2020,50
New Jersey,Camden,UNKNOWN,5/5/2020,6
New Jersey,Camden,AUDUBON BORO,5/6/2020,35
New Jersey,Camden,BARRINGTON,5/6/2020,27
New Jersey,Camden,BELLMAWR,5/6/2020,62
New Jersey,Camden,BERLIN BORO,5/6/2020,29
New Jersey,Camden,BERLIN TWP,5/6/2020,9
New Jersey,Camden,BROOKLAWN,5/6/2020,12
New Jersey,Camden,CAMDEN,5/6/2020,1054
New Jersey,Camden,CHERRY HILL,5/6/2020,538
New Jersey,Camden,CHESILHURST,5/6/2020,12
New Jersey,Camden,CLEMENTON,5/6/2020,36
New Jersey,Camden,COLLINGSWOOD,5/6/2020,43
New Jersey,Camden,GIBBSBORO,5/6/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/6/2020,46
New Jersey,Camden,GLOUCESTER TWP,5/6/2020,333
New Jersey,Camden,HADDONFIELD,5/6/2020,27
New Jersey,Camden,HADDON HEIGHTS,5/6/2020,15
New Jersey,Camden,HADDON TWP,5/6/2020,54
New Jersey,Camden,HI-NELLA,5/6/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/6/2020,11
New Jersey,Camden,LAWNSIDE,5/6/2020,22
New Jersey,Camden,LINDENWOLD,5/6/2020,176
New Jersey,Camden,MAGNOLIA,5/6/2020,12
New Jersey,Camden,MERCHANTVILLE,5/6/2020,25
New Jersey,Camden,MT. EPHRAIM,5/6/2020,13
New Jersey,Camden,OAKLYN,5/6/2020,19
New Jersey,Camden,PENNSAUKEN,5/6/2020,336
New Jersey,Camden,PINE HILL,5/6/2020,61
New Jersey,Camden,PINE VALLEY,5/6/2020,0
New Jersey,Camden,RUNNEMEDE,5/6/2020,35
New Jersey,Camden,SOMERDALE,5/6/2020,30
New Jersey,Camden,STRATFORD,5/6/2020,28
New Jersey,Camden,TAVISTOCK,5/6/2020,0
New Jersey,Camden,VOORHEES TWP,5/6/2020,246
New Jersey,Camden,WATERFORD TWP,5/6/2020,26
New Jersey,Camden,WINSLOW TWP,5/6/2020,271
New Jersey,Camden,WOODLYNNE,5/6/2020,50
New Jersey,Camden,UNKNOWN,5/6/2020,7
New Jersey,Camden,AUDUBON BORO,5/7/2020,35
New Jersey,Camden,BARRINGTON,5/7/2020,27
New Jersey,Camden,BELLMAWR,5/7/2020,62
New Jersey,Camden,BERLIN BORO,5/7/2020,30
New Jersey,Camden,BERLIN TWP,5/7/2020,10
New Jersey,Camden,BROOKLAWN,5/7/2020,13
New Jersey,Camden,CAMDEN,5/7/2020,1063
New Jersey,Camden,CHERRY HILL,5/7/2020,546
New Jersey,Camden,CHESILHURST,5/7/2020,14
New Jersey,Camden,CLEMENTON,5/7/2020,37
New Jersey,Camden,COLLINGSWOOD,5/7/2020,46
New Jersey,Camden,GIBBSBORO,5/7/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/7/2020,46
New Jersey,Camden,GLOUCESTER TWP,5/7/2020,335
New Jersey,Camden,HADDONFIELD,5/7/2020,27
New Jersey,Camden,HADDON HEIGHTS,5/7/2020,15
New Jersey,Camden,HADDON TWP,5/7/2020,54
New Jersey,Camden,HI-NELLA,5/7/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/7/2020,11
New Jersey,Camden,LAWNSIDE,5/7/2020,22
New Jersey,Camden,LINDENWOLD,5/7/2020,178
New Jersey,Camden,MAGNOLIA,5/7/2020,13
New Jersey,Camden,MERCHANTVILLE,5/7/2020,25
New Jersey,Camden,MT. EPHRAIM,5/7/2020,13
New Jersey,Camden,OAKLYN,5/7/2020,19
New Jersey,Camden,PENNSAUKEN,5/7/2020,340
New Jersey,Camden,PINE HILL,5/7/2020,61
New Jersey,Camden,PINE VALLEY,5/7/2020,0
New Jersey,Camden,RUNNEMEDE,5/7/2020,35
New Jersey,Camden,SOMERDALE,5/7/2020,30
New Jersey,Camden,STRATFORD,5/7/2020,28
New Jersey,Camden,TAVISTOCK,5/7/2020,0
New Jersey,Camden,VOORHEES TWP,5/7/2020,248
New Jersey,Camden,WATERFORD TWP,5/7/2020,26
New Jersey,Camden,WINSLOW TWP,5/7/2020,275
New Jersey,Camden,WOODLYNNE,5/7/2020,51
New Jersey,Camden,UNKNOWN,5/7/2020,7
New Jersey,Camden,AUDUBON BORO,5/8/2020,35
New Jersey,Camden,BARRINGTON,5/8/2020,28
New Jersey,Camden,BELLMAWR,5/8/2020,67
New Jersey,Camden,BERLIN BORO,5/8/2020,30
New Jersey,Camden,BERLIN TWP,5/8/2020,11
New Jersey,Camden,BROOKLAWN,5/8/2020,13
New Jersey,Camden,CAMDEN,5/8/2020,1119
New Jersey,Camden,CHERRY HILL,5/8/2020,560
New Jersey,Camden,CHESILHURST,5/8/2020,14
New Jersey,Camden,CLEMENTON,5/8/2020,38
New Jersey,Camden,COLLINGSWOOD,5/8/2020,47
New Jersey,Camden,GIBBSBORO,5/8/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/8/2020,52
New Jersey,Camden,GLOUCESTER TWP,5/8/2020,340
New Jersey,Camden,HADDONFIELD,5/8/2020,27
New Jersey,Camden,HADDON HEIGHTS,5/8/2020,15
New Jersey,Camden,HADDON TWP,5/8/2020,56
New Jersey,Camden,HI-NELLA,5/8/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/8/2020,11
New Jersey,Camden,LAWNSIDE,5/8/2020,22
New Jersey,Camden,LINDENWOLD,5/8/2020,192
New Jersey,Camden,MAGNOLIA,5/8/2020,13
New Jersey,Camden,MERCHANTVILLE,5/8/2020,27
New Jersey,Camden,MT. EPHRAIM,5/8/2020,13
New Jersey,Camden,OAKLYN,5/8/2020,20
New Jersey,Camden,PENNSAUKEN,5/8/2020,352
New Jersey,Camden,PINE HILL,5/8/2020,64
New Jersey,Camden,PINE VALLEY,5/8/2020,0
New Jersey,Camden,RUNNEMEDE,5/8/2020,37
New Jersey,Camden,SOMERDALE,5/8/2020,30
New Jersey,Camden,STRATFORD,5/8/2020,30
New Jersey,Camden,TAVISTOCK,5/8/2020,0
New Jersey,Camden,VOORHEES TWP,5/8/2020,253
New Jersey,Camden,WATERFORD TWP,5/8/2020,27
New Jersey,Camden,WINSLOW TWP,5/8/2020,281
New Jersey,Camden,WOODLYNNE,5/8/2020,52
New Jersey,Camden,UNKNOWN,5/8/2020,7
New Jersey,Camden,AUDUBON BORO,5/9/2020,38
New Jersey,Camden,BARRINGTON,5/9/2020,28
New Jersey,Camden,BELLMAWR,5/9/2020,70
New Jersey,Camden,BERLIN BORO,5/9/2020,30
New Jersey,Camden,BERLIN TWP,5/9/2020,14
New Jersey,Camden,BROOKLAWN,5/9/2020,14
New Jersey,Camden,CAMDEN,5/9/2020,1172
New Jersey,Camden,CHERRY HILL,5/9/2020,588
New Jersey,Camden,CHESILHURST,5/9/2020,15
New Jersey,Camden,CLEMENTON,5/9/2020,39
New Jersey,Camden,COLLINGSWOOD,5/9/2020,47
New Jersey,Camden,GIBBSBORO,5/9/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/9/2020,55
New Jersey,Camden,GLOUCESTER TWP,5/9/2020,349
New Jersey,Camden,HADDONFIELD,5/9/2020,27
New Jersey,Camden,HADDON HEIGHTS,5/9/2020,15
New Jersey,Camden,HADDON TWP,5/9/2020,56
New Jersey,Camden,HI-NELLA,5/9/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/9/2020,11
New Jersey,Camden,LAWNSIDE,5/9/2020,22
New Jersey,Camden,LINDENWOLD,5/9/2020,211
New Jersey,Camden,MAGNOLIA,5/9/2020,14
New Jersey,Camden,MERCHANTVILLE,5/9/2020,28
New Jersey,Camden,MT. EPHRAIM,5/9/2020,13
New Jersey,Camden,OAKLYN,5/9/2020,20
New Jersey,Camden,PENNSAUKEN,5/9/2020,379
New Jersey,Camden,PINE HILL,5/9/2020,67
New Jersey,Camden,PINE VALLEY,5/9/2020,0
New Jersey,Camden,RUNNEMEDE,5/9/2020,40
New Jersey,Camden,SOMERDALE,5/9/2020,32
New Jersey,Camden,STRATFORD,5/9/2020,34
New Jersey,Camden,TAVISTOCK,5/9/2020,0
New Jersey,Camden,VOORHEES TWP,5/9/2020,263
New Jersey,Camden,WATERFORD TWP,5/9/2020,27
New Jersey,Camden,WINSLOW TWP,5/9/2020,298
New Jersey,Camden,WOODLYNNE,5/9/2020,54
New Jersey,Camden,UNKNOWN,5/9/2020,7
New Jersey,Camden,AUDUBON BORO,5/10/2020,38
New Jersey,Camden,BARRINGTON,5/10/2020,28
New Jersey,Camden,BELLMAWR,5/10/2020,71
New Jersey,Camden,BERLIN BORO,5/10/2020,32
New Jersey,Camden,BERLIN TWP,5/10/2020,14
New Jersey,Camden,BROOKLAWN,5/10/2020,17
New Jersey,Camden,CAMDEN,5/10/2020,1189
New Jersey,Camden,CHERRY HILL,5/10/2020,599
New Jersey,Camden,CHESILHURST,5/10/2020,16
New Jersey,Camden,CLEMENTON,5/10/2020,41
New Jersey,Camden,COLLINGSWOOD,5/10/2020,48
New Jersey,Camden,GIBBSBORO,5/10/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/10/2020,57
New Jersey,Camden,GLOUCESTER TWP,5/10/2020,358
New Jersey,Camden,HADDONFIELD,5/10/2020,28
New Jersey,Camden,HADDON HEIGHTS,5/10/2020,15
New Jersey,Camden,HADDON TWP,5/10/2020,57
New Jersey,Camden,HI-NELLA,5/10/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/10/2020,12
New Jersey,Camden,LAWNSIDE,5/10/2020,22
New Jersey,Camden,LINDENWOLD,5/10/2020,215
New Jersey,Camden,MAGNOLIA,5/10/2020,15
New Jersey,Camden,MERCHANTVILLE,5/10/2020,29
New Jersey,Camden,MT. EPHRAIM,5/10/2020,14
New Jersey,Camden,OAKLYN,5/10/2020,20
New Jersey,Camden,PENNSAUKEN,5/10/2020,384
New Jersey,Camden,PINE HILL,5/10/2020,68
New Jersey,Camden,PINE VALLEY,5/10/2020,0
New Jersey,Camden,RUNNEMEDE,5/10/2020,46
New Jersey,Camden,SOMERDALE,5/10/2020,32
New Jersey,Camden,STRATFORD,5/10/2020,34
New Jersey,Camden,TAVISTOCK,5/10/2020,0
New Jersey,Camden,VOORHEES TWP,5/10/2020,272
New Jersey,Camden,WATERFORD TWP,5/10/2020,28
New Jersey,Camden,WINSLOW TWP,5/10/2020,313
New Jersey,Camden,WOODLYNNE,5/10/2020,54
New Jersey,Camden,UNKNOWN,5/10/2020,7
New Jersey,Camden,AUDUBON BORO,5/11/2020,38
New Jersey,Camden,BARRINGTON,5/11/2020,29
New Jersey,Camden,BELLMAWR,5/11/2020,71
New Jersey,Camden,BERLIN BORO,5/11/2020,32
New Jersey,Camden,BERLIN TWP,5/11/2020,15
New Jersey,Camden,BROOKLAWN,5/11/2020,17
New Jersey,Camden,CAMDEN,5/11/2020,1225
New Jersey,Camden,CHERRY HILL,5/11/2020,608
New Jersey,Camden,CHESILHURST,5/11/2020,16
New Jersey,Camden,CLEMENTON,5/11/2020,43
New Jersey,Camden,COLLINGSWOOD,5/11/2020,49
New Jersey,Camden,GIBBSBORO,5/11/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/11/2020,59
New Jersey,Camden,GLOUCESTER TWP,5/11/2020,364
New Jersey,Camden,HADDONFIELD,5/11/2020,28
New Jersey,Camden,HADDON HEIGHTS,5/11/2020,15
New Jersey,Camden,HADDON TWP,5/11/2020,58
New Jersey,Camden,HI-NELLA,5/11/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/11/2020,12
New Jersey,Camden,LAWNSIDE,5/11/2020,22
New Jersey,Camden,LINDENWOLD,5/11/2020,220
New Jersey,Camden,MAGNOLIA,5/11/2020,16
New Jersey,Camden,MERCHANTVILLE,5/11/2020,29
New Jersey,Camden,MT. EPHRAIM,5/11/2020,14
New Jersey,Camden,OAKLYN,5/11/2020,20
New Jersey,Camden,PENNSAUKEN,5/11/2020,392
New Jersey,Camden,PINE HILL,5/11/2020,69
New Jersey,Camden,PINE VALLEY,5/11/2020,0
New Jersey,Camden,RUNNEMEDE,5/11/2020,47
New Jersey,Camden,SOMERDALE,5/11/2020,33
New Jersey,Camden,STRATFORD,5/11/2020,34
New Jersey,Camden,TAVISTOCK,5/11/2020,0
New Jersey,Camden,VOORHEES TWP,5/11/2020,278
New Jersey,Camden,WATERFORD TWP,5/11/2020,31
New Jersey,Camden,WINSLOW TWP,5/11/2020,319
New Jersey,Camden,WOODLYNNE,5/11/2020,56
New Jersey,Camden,UNKNOWN,5/11/2020,7
New Jersey,Camden,AUDUBON BORO,5/12/2020,38
New Jersey,Camden,BARRINGTON,5/12/2020,29
New Jersey,Camden,BELLMAWR,5/12/2020,71
New Jersey,Camden,BERLIN BORO,5/12/2020,32
New Jersey,Camden,BERLIN TWP,5/12/2020,16
New Jersey,Camden,BROOKLAWN,5/12/2020,17
New Jersey,Camden,CAMDEN,5/12/2020,1228
New Jersey,Camden,CHERRY HILL,5/12/2020,614
New Jersey,Camden,CHESILHURST,5/12/2020,16
New Jersey,Camden,CLEMENTON,5/12/2020,43
New Jersey,Camden,COLLINGSWOOD,5/12/2020,49
New Jersey,Camden,GIBBSBORO,5/12/2020,4
New Jersey,Camden,GLOUCESTER CITY,5/12/2020,60
New Jersey,Camden,GLOUCESTER TWP,5/12/2020,368
New Jersey,Camden,HADDONFIELD,5/12/2020,28
New Jersey,Camden,HADDON HEIGHTS,5/12/2020,16
New Jersey,Camden,HADDON TWP,5/12/2020,58
New Jersey,Camden,HI-NELLA,5/12/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/12/2020,12
New Jersey,Camden,LAWNSIDE,5/12/2020,22
New Jersey,Camden,LINDENWOLD,5/12/2020,220
New Jersey,Camden,MAGNOLIA,5/12/2020,16
New Jersey,Camden,MERCHANTVILLE,5/12/2020,29
New Jersey,Camden,MT. EPHRAIM,5/12/2020,14
New Jersey,Camden,OAKLYN,5/12/2020,20
New Jersey,Camden,PENNSAUKEN,5/12/2020,392
New Jersey,Camden,PINE HILL,5/12/2020,70
New Jersey,Camden,PINE VALLEY,5/12/2020,0
New Jersey,Camden,RUNNEMEDE,5/12/2020,47
New Jersey,Camden,SOMERDALE,5/12/2020,33
New Jersey,Camden,STRATFORD,5/12/2020,34
New Jersey,Camden,TAVISTOCK,5/12/2020,0
New Jersey,Camden,VOORHEES TWP,5/12/2020,284
New Jersey,Camden,WATERFORD TWP,5/12/2020,31
New Jersey,Camden,WINSLOW TWP,5/12/2020,319
New Jersey,Camden,WOODLYNNE,5/12/2020,56
New Jersey,Camden,UNKNOWN,5/12/2020,7
New Jersey,Camden,AUDUBON BORO,5/13/2020,45
New Jersey,Camden,BARRINGTON,5/13/2020,33
New Jersey,Camden,BELLMAWR,5/13/2020,90
New Jersey,Camden,BERLIN BORO,5/13/2020,40
New Jersey,Camden,BERLIN TWP,5/13/2020,20
New Jersey,Camden,BROOKLAWN,5/13/2020,19
New Jersey,Camden,CAMDEN,5/13/2020,1546
New Jersey,Camden,CHERRY HILL,5/13/2020,731
New Jersey,Camden,CHESILHURST,5/13/2020,21
New Jersey,Camden,CLEMENTON,5/13/2020,49
New Jersey,Camden,COLLINGSWOOD,5/13/2020,59
New Jersey,Camden,GIBBSBORO,5/13/2020,6
New Jersey,Camden,GLOUCESTER CITY,5/13/2020,76
New Jersey,Camden,GLOUCESTER TWP,5/13/2020,434
New Jersey,Camden,HADDONFIELD,5/13/2020,36
New Jersey,Camden,HADDON HEIGHTS,5/13/2020,20
New Jersey,Camden,HADDON TWP,5/13/2020,70
New Jersey,Camden,HI-NELLA,5/13/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/13/2020,13
New Jersey,Camden,LAWNSIDE,5/13/2020,28
New Jersey,Camden,LINDENWOLD,5/13/2020,286
New Jersey,Camden,MAGNOLIA,5/13/2020,18
New Jersey,Camden,MERCHANTVILLE,5/13/2020,33
New Jersey,Camden,MT. EPHRAIM,5/13/2020,15
New Jersey,Camden,OAKLYN,5/13/2020,22
New Jersey,Camden,PENNSAUKEN,5/13/2020,471
New Jersey,Camden,PINE HILL,5/13/2020,83
New Jersey,Camden,PINE VALLEY,5/13/2020,0
New Jersey,Camden,RUNNEMEDE,5/13/2020,58
New Jersey,Camden,SOMERDALE,5/13/2020,40
New Jersey,Camden,STRATFORD,5/13/2020,40
New Jersey,Camden,TAVISTOCK,5/13/2020,0
New Jersey,Camden,VOORHEES TWP,5/13/2020,351
New Jersey,Camden,WATERFORD TWP,5/13/2020,41
New Jersey,Camden,WINSLOW TWP,5/13/2020,381
New Jersey,Camden,WOODLYNNE,5/13/2020,66
New Jersey,Camden,UNKNOWN,5/13/2020,7
New Jersey,Camden,AUDUBON BORO,5/14/2020,46
New Jersey,Camden,BARRINGTON,5/14/2020,33
New Jersey,Camden,BELLMAWR,5/14/2020,91
New Jersey,Camden,BERLIN BORO,5/14/2020,40
New Jersey,Camden,BERLIN TWP,5/14/2020,20
New Jersey,Camden,BROOKLAWN,5/14/2020,20
New Jersey,Camden,CAMDEN,5/14/2020,1579
New Jersey,Camden,CHERRY HILL,5/14/2020,750
New Jersey,Camden,CHESILHURST,5/14/2020,21
New Jersey,Camden,CLEMENTON,5/14/2020,50
New Jersey,Camden,COLLINGSWOOD,5/14/2020,60
New Jersey,Camden,GIBBSBORO,5/14/2020,6
New Jersey,Camden,GLOUCESTER CITY,5/14/2020,77
New Jersey,Camden,GLOUCESTER TWP,5/14/2020,438
New Jersey,Camden,HADDONFIELD,5/14/2020,36
New Jersey,Camden,HADDON HEIGHTS,5/14/2020,21
New Jersey,Camden,HADDON TWP,5/14/2020,71
New Jersey,Camden,HI-NELLA,5/14/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/14/2020,14
New Jersey,Camden,LAWNSIDE,5/14/2020,29
New Jersey,Camden,LINDENWOLD,5/14/2020,290
New Jersey,Camden,MAGNOLIA,5/14/2020,18
New Jersey,Camden,MERCHANTVILLE,5/14/2020,35
New Jersey,Camden,MT. EPHRAIM,5/14/2020,16
New Jersey,Camden,OAKLYN,5/14/2020,22
New Jersey,Camden,PENNSAUKEN,5/14/2020,487
New Jersey,Camden,PINE HILL,5/14/2020,84
New Jersey,Camden,PINE VALLEY,5/14/2020,0
New Jersey,Camden,RUNNEMEDE,5/14/2020,58
New Jersey,Camden,SOMERDALE,5/14/2020,40
New Jersey,Camden,STRATFORD,5/14/2020,40
New Jersey,Camden,TAVISTOCK,5/14/2020,0
New Jersey,Camden,VOORHEES TWP,5/14/2020,358
New Jersey,Camden,WATERFORD TWP,5/14/2020,44
New Jersey,Camden,WINSLOW TWP,5/14/2020,394
New Jersey,Camden,WOODLYNNE,5/14/2020,66
New Jersey,Camden,UNKNOWN,5/14/2020,7
New Jersey,Camden,AUDUBON BORO,5/15/2020,46
New Jersey,Camden,BARRINGTON,5/15/2020,33
New Jersey,Camden,BELLMAWR,5/15/2020,91
New Jersey,Camden,BERLIN BORO,5/15/2020,40
New Jersey,Camden,BERLIN TWP,5/15/2020,21
New Jersey,Camden,BROOKLAWN,5/15/2020,20
New Jersey,Camden,CAMDEN,5/15/2020,1597
New Jersey,Camden,CHERRY HILL,5/15/2020,761
New Jersey,Camden,CHESILHURST,5/15/2020,21
New Jersey,Camden,CLEMENTON,5/15/2020,50
New Jersey,Camden,COLLINGSWOOD,5/15/2020,61
New Jersey,Camden,GIBBSBORO,5/15/2020,6
New Jersey,Camden,GLOUCESTER CITY,5/15/2020,77
New Jersey,Camden,GLOUCESTER TWP,5/15/2020,447
New Jersey,Camden,HADDONFIELD,5/15/2020,38
New Jersey,Camden,HADDON HEIGHTS,5/15/2020,21
New Jersey,Camden,HADDON TWP,5/15/2020,73
New Jersey,Camden,HI-NELLA,5/15/2020,3
New Jersey,Camden,LAUREL SPRINGS,5/15/2020,14
New Jersey,Camden,LAWNSIDE,5/15/2020,29
New Jersey,Camden,LINDENWOLD,5/15/2020,297
New Jersey,Camden,MAGNOLIA,5/15/2020,18
New Jersey,Camden,MERCHANTVILLE,5/15/2020,35
New Jersey,Camden,MT. EPHRAIM,5/15/2020,17
New Jersey,Camden,OAKLYN,5/15/2020,22
New Jersey,Camden,PENNSAUKEN,5/15/2020,492
New Jersey,Camden,PINE HILL,5/15/2020,85
New Jersey,Camden,PINE VALLEY,5/15/2020,0
New Jersey,Camden,RUNNEMEDE,5/15/2020,58
New Jersey,Camden,SOMERDALE,5/15/2020,41
New Jersey,Camden,STRATFORD,5/15/2020,40
New Jersey,Camden,TAVISTOCK,5/15/2020,0
New Jersey,Camden,VOORHEES TWP,5/15/2020,368
